,playerID,H_x,AB,Average
0,aaronha01,3771,12364,0.30499838240051763
1,aaronto01,216,944,0.2288135593220339
4,abbated01,772,3044,0.2536136662286465
5,abbotfr01,107,513,0.20857699805068225
6,abbotje01,157,596,0.2634228187919463
7,abbotku01,523,2044,0.25587084148727984
11,abernbr01,212,868,0.24423963133640553
13,abnersh01,191,840,0.22738095238095238
14,abramca01,433,1611,0.26877715704531346
15,abreubo01,2470,8480,0.29127358490566035
17,abreujo02,726,2414,0.3007456503728252
18,abreuto01,147,579,0.2538860103626943
19,abstebi01,150,619,0.24232633279483037
20,ackledu01,512,2125,0.24094117647058824
22,adairje01,1022,4019,0.25429211246578753
25,adamsbe01,137,678,0.20206489675516223
26,adamsbo03,1082,4019,0.2692211993033093
28,adamsbu01,532,2003,0.2656015976035946
33,adamsgl01,452,1617,0.2795299938157081
37,adamsma01,466,1720,0.2709302325581395
40,adamsru01,218,884,0.24660633484162897
42,adamssp01,1588,5557,0.2857657009177614
44,adcocjo01,1832,6606,0.2773236451710566
45,addisbo01,150,534,0.2808988764044944
48,addybo01,341,1231,0.2770105605199025
55,agbaybe01,299,1091,0.27406049495875345
56,ageeto01,999,3912,0.2553680981595092
57,agganha01,135,517,0.2611218568665377
58,aglerjo01,185,751,0.24633821571238348
59,agnewsa01,314,1537,0.20429407937540664
60,aguaylu01,260,1104,0.23550724637681159
64,ahmedni01,213,942,0.22611464968152867
65,aikenwi01,675,2492,0.27086677367576245
66,aingeda01,146,665,0.21954887218045113
81,alexada01,811,2450,0.3310204081632653
82,alexaga01,293,1276,0.22962382445141066
89,alfoned01,1532,5385,0.28449396471680594
90,alfonel01,142,591,0.24027072758037224
92,alicelu01,1031,3971,0.25963233442457817
93,allanan01,357,1486,0.24024226110363392
94,allenbe01,815,3404,0.23942420681551116
95,allenbo01,534,2216,0.24097472924187727
98,allench01,229,851,0.2690951821386604
99,allendi01,1848,6332,0.29185091598231205
101,allenet01,1325,4418,0.29990946129470347
102,allenga01,235,1061,0.22148916116870876
105,allenha02,212,881,0.24063564131668558
110,allenje01,268,1031,0.25994180407371487
118,alleyge01,999,3927,0.25439266615737205
122,allisar01,188,741,0.25371120107962214
124,allisbo01,1281,5032,0.25457074721780604
127,almadme01,706,2483,0.28433346757954087
129,almonab01,212,862,0.2459396751740139
130,almonbi01,846,3330,0.25405405405405407
134,alomaro01,2724,9073,0.30023145596825745
135,alomasa01,1168,4760,0.2453781512605042
136,alomasa02,1236,4530,0.2728476821192053
137,alonsyo01,685,2554,0.26820673453406424
138,aloufe01,2101,7339,0.2862787845755553
139,alouje01,1216,4345,0.2798619102416571
140,aloumo01,2134,7037,0.30325422765382976
141,alperwh01,387,1632,0.23713235294117646
146,altheaa01,173,712,0.24297752808988765
147,altizda01,433,1734,0.2497116493656286
148,altmage01,832,3091,0.26916855386606275
150,altuvjo01,1250,3951,0.3163756011136421
151,alusige01,167,652,0.2561349693251534
155,alvarlu01,248,1160,0.21379310344827587
158,alvarpe01,684,2869,0.23841059602649006
161,alvisma01,895,3629,0.24662441443923946
162,alvorbi01,270,1069,0.25257249766136575
163,alyeabr01,214,866,0.2471131639722864
164,amalfjo01,418,1715,0.24373177842565596
165,amarari01,493,1788,0.2757270693512304
166,amaroru01,505,2155,0.23433874709976799
167,amaroru02,218,927,0.23516720604099245
168,amblewa01,175,782,0.2237851662404092
171,amezaal01,348,1408,0.2471590909090909
172,amorosa01,334,1311,0.2547673531655225
175,anderbr01,1661,6499,0.2555777811971072
176,anderbr03,181,799,0.2265331664580726
179,anderda02,490,2026,0.2418558736426456
183,anderga01,2529,8640,0.29270833333333335
184,anderge01,289,1007,0.2869910625620655
187,anderha02,419,1586,0.26418663303909207
188,anderji01,211,970,0.2175257731958763
189,anderjo01,1843,6345,0.2904649330181245
193,anderma02,849,3204,0.2649812734082397
195,anderti01,267,997,0.2678034102306921
196,andinro01,313,1344,0.23288690476190477
197,andreed01,830,3233,0.2567274976801732
202,andremi01,803,3116,0.25770218228498076
203,andrero01,365,1454,0.25103163686382396
204,andresh01,375,1704,0.22007042253521128
208,andruel01,1457,5268,0.27657555049354593
215,anthoer01,462,1999,0.23111555777888945
218,antonjo01,133,528,0.2518939393939394
220,aparilu01,2677,10230,0.2616813294232649
221,applilu01,2749,8856,0.31041102077687444
225,archeji01,660,2646,0.2494331065759637
227,arciajo01,132,615,0.2146341463414634
228,arciaor01,184,707,0.26025459688826025
229,arciaos01,231,983,0.23499491353001017
233,arenano01,800,2758,0.290065264684554
234,arftha01,229,906,0.25275938189845476
235,ariasal01,470,1773,0.2650874224478285
237,ariasjo01,279,1052,0.2652091254752852
240,armasto01,1302,5164,0.25213013168086756
246,arndtha01,244,985,0.24771573604060915
250,arnovmo01,577,2013,0.2866368604073522
257,ascheco01,290,1238,0.23424878836833601
258,ashburi01,2574,8365,0.3077106993424985
259,ashbyal01,1010,4123,0.24496725685180692
260,ashfotu01,111,510,0.21764705882352942
261,ashlebi01,144,618,0.23300970873786409
264,asprobo01,1103,4369,0.2524605172808423
265,asproke01,369,1483,0.24881995954147
266,asselbr01,146,574,0.25435540069686413
267,astrojo01,401,1579,0.2539582013932869
271,atkinga01,835,2928,0.2851775956284153
274,atwelto01,290,1117,0.25962399283795884
275,atwoobi01,220,961,0.22892819979188345
276,atzja01,132,605,0.21818181818181817
280,auerbri01,309,1407,0.21961620469083157
283,aultdo01,168,713,0.23562412342215988
284,aurilri01,1576,5721,0.27547631532948785
285,ausmubr01,1579,6279,0.25147316451664276
287,austiji01,1328,5388,0.24647364513734224
291,avenbr01,166,609,0.27257799671592775
292,averiea01,2019,6353,0.3178026129387691
293,averiea02,249,1031,0.24151309408341415
295,avilaal01,622,2564,0.24258970358814352
296,avilabo01,1296,4620,0.2805194805194805
297,avilemi01,786,3009,0.2612163509471585
299,ayalabe01,217,865,0.2508670520231214
300,aybarwi01,315,1219,0.258408531583265
303,azcuejo01,712,2828,0.25176803394625175
305,babbch01,287,1180,0.24322033898305084
309,backmwa01,893,3245,0.27519260400616335
313,baergca01,1583,5439,0.2910461481890053
314,baezja01,301,1179,0.2553011026293469
318,bagweje01,2314,7797,0.2967808131332564
321,bailebo01,1564,6082,0.25715225254850377
322,baileed01,915,3581,0.25551521921251047
324,bailege01,156,634,0.24605678233438485
326,bailema01,209,949,0.220231822971549
327,baineha01,2866,9908,0.28926120306822767
329,bairddo01,492,2106,0.2336182336182336
331,bakerbi01,145,588,0.2465986394557823
337,bakerdu01,1981,7117,0.2783476183785303
338,bakerfl01,573,2280,0.2513157894736842
339,bakerfr01,1838,5984,0.3071524064171123
343,bakerge02,590,2230,0.2645739910313901
347,bakerje03,474,1793,0.2643614054656999
348,bakerph01,212,817,0.2594859241126071
350,bakopa01,508,2202,0.23069936421435058
352,balbost01,714,3120,0.22884615384615384
354,baldero01,531,1910,0.2780104712041885
361,balenwl01,113,511,0.22113502935420742
367,ballne01,404,1609,0.25108763206960844
370,bancrda01,2004,7182,0.27903091060985796
371,bandoch01,292,1284,0.22741433021806853
375,bankser01,2583,9421,0.27417471605986626
379,bannial01,811,3007,0.26970402394413034
383,barajro01,812,3460,0.23468208092485549
385,barbawa01,462,1777,0.25998874507597075
386,barbebr01,388,1434,0.2705718270571827
389,barbeja01,160,712,0.2247191011235955
390,barbetu01,442,1531,0.28870019595035923
392,barclge01,382,1538,0.2483745123537061
394,bardjo01,452,1778,0.2542182227221597
395,barfije01,1219,4759,0.25614624921201934
396,barfijo02,267,1012,0.26383399209486164
404,barklsa01,602,2329,0.2584800343495062
405,barloto01,175,604,0.2897350993377483
407,barmecl01,932,3805,0.24494086727989486
408,barnaba01,154,664,0.2319277108433735
411,barnebr02,279,1153,0.2419774501300954
418,barnere01,225,836,0.26913875598086123
420,barnesk01,159,614,0.25895765472312704
421,barnhcl01,788,2673,0.2947998503554059
422,barnhtu01,268,1043,0.2569511025886865
432,barrebo01,169,650,0.26
434,barreji01,962,3306,0.2909860859044162
435,barrejo01,454,1811,0.2506902263942573
437,barrema02,938,3378,0.27767910005920665
438,barremi01,925,3512,0.26338268792710706
446,barryja01,1009,4146,0.24336710082006754
449,barrysh01,1073,4014,0.26731439960139514
450,bartedi01,2165,7629,0.2837855551186263
455,bartlja01,849,3141,0.2702960840496657
456,bartobo01,237,1049,0.2259294566253575
459,bartoda02,431,1744,0.24713302752293578
463,basgamo01,110,512,0.21484375
466,basined01,147,602,0.2441860465116279
468,bassech01,806,3493,0.23074720870312052
470,basske01,1308,4839,0.2703037817730936
471,bassljo01,704,2319,0.3035791289348857
473,batchem01,315,1253,0.25139664804469275
474,batemjo01,765,3330,0.22972972972972974
480,batesja01,162,677,0.23929098966026588
481,batesjo02,1087,3913,0.27779197546639406
482,batesra01,120,515,0.23300970873786409
485,batiski01,154,658,0.23404255319148937
487,batisto01,1146,4568,0.2508756567425569
490,batteea01,969,3586,0.2702175125488009
495,battsma01,432,1605,0.2691588785046729
496,bauerha01,1424,5145,0.27677356656948493
498,baumapa01,248,904,0.2743362831858407
501,baumhfr01,1010,3477,0.2904802991084268
502,bautida01,685,2517,0.2721493841875248
503,bautijo02,1430,5726,0.2497380370241006
509,bayha01,722,2640,0.2734848484848485
510,bayja01,1200,4505,0.2663706992230855
512,baylodo01,2135,8198,0.2604293730178092
516,bealsto01,131,539,0.24304267161410018
522,beardol01,353,1307,0.2700841622035195
527,beaucji01,153,661,0.2314674735249622
528,beaumgi01,1759,5660,0.3107773851590106
530,beckcl01,354,1525,0.2321311475409836
531,beckebe01,763,2764,0.27604920405209843
532,beckegl01,1473,5208,0.2828341013824885
537,becker01,265,912,0.2905701754385965
538,beckeri01,570,2227,0.2559497081275258
539,beckfr02,536,2130,0.2516431924882629
540,beckhgo01,751,3136,0.23947704081632654
541,beckhti01,245,941,0.2603613177470776
542,beckzi01,204,902,0.2261640798226164
550,bejmaol01,222,906,0.24503311258278146
551,belanma01,1316,5784,0.22752420470262794
552,belarwa01,143,592,0.24155405405405406
558,bellbe01,806,2718,0.29654157468727005
559,bellbu01,2514,8995,0.2794886047804336
560,bellda01,1239,4826,0.2567343555739743
561,belleal01,1726,5853,0.29489150862805397
564,bellge02,1702,6123,0.2779683161848767
565,bellgu01,1823,6478,0.28141401667181226
566,bellhma01,484,2107,0.22971048884670148
569,bellira01,508,2301,0.2207735767057801
570,belliro01,1377,5045,0.27294350842418236
571,bellja01,1963,7398,0.2653419843200865
573,belljo02,175,677,0.258493353028065
574,bellju01,177,836,0.2117224880382775
575,bellke01,161,726,0.22176308539944903
576,bellle01,938,3239,0.28959555418338995
585,beltbr01,733,2737,0.267811472415053
586,beltrad01,3048,10635,0.28660084626234134
587,beltrca01,2725,9768,0.27897215397215397
590,bemisha01,569,2229,0.25527142216240467
591,benarma01,714,2630,0.2714828897338403
592,benavfr01,135,534,0.25280898876404495
593,benchjo01,2048,7658,0.2674327500652912
595,benedbr01,696,2878,0.24183460736622656
597,bengobe01,287,1125,0.2551111111111111
598,beninan01,186,678,0.2743362831858407
599,beniqju01,1274,4651,0.2739195871855515
601,benjast01,176,770,0.22857142857142856
602,bennech01,978,3821,0.255953938759487
604,bennega01,408,1690,0.24142011834319527
605,bennehe01,242,877,0.2759407069555302
608,bennepu01,228,919,0.24809575625680086
613,benzito01,733,2856,0.25665266106442575
614,berarjo01,755,3028,0.24933949801849406
615,berbelo01,281,1224,0.2295751633986928
619,bergda01,430,1600,0.26875
620,bergebi01,516,3028,0.17040951122853368
621,bergebo01,270,1144,0.23601398601398602
626,bergema01,339,1278,0.2652582159624413
627,bergepe01,249,1103,0.2257479601087942
